network_name,run_date,procedure_code,provider_type,care_setting,service_label,service_category,p50,p10,p25,p75,p90,pmin,pmax,pmean,psd,n_prices,n_groups,cv,hilo,p9010,p7525
Blue Advantage HMO,2026-05-30,23472,institutional,outpatient,Total shoulder arthroplasty,Inpatient surgery,2402.68,1088.01,1511.12,13214.22,26279.29,876.45,85745.89,9117.210924528315,12411.11161928731,530,767,1.3612838,97.833176,24.153538,8.7446527
Blue Choice PPO,2026-05-30,23472,institutional,outpatient,Total shoulder arthroplasty,Inpatient surgery,3522.42,1511.12,1828.46,17756.28,31755.72,1012.45,103727.27,11845.79189141857,15487.18874108884,571,932,1.3074,102.45174,21.01469,9.7110577
Blue Choice PPO common,2026-05-30,23472,institutional,outpatient,Total shoulder arthroplasty,Inpatient surgery,3522.42,1496.32,1794.58,17756.28,32396.2,1012.45,103727.27,12093.57000000001,15678.64815139079,523,851,1.296445,102.45174,21.650583,9.894393
Blue Choice PPO group 039993,2026-05-30,23472,institutional,outpatient,Total shoulder arthroplasty,Inpatient surgery,3672.02,1768.01,2402.68,18738,20361,1526.23,26154.73,7829.282444444446,8089.68762213748,45,73,1.0332605,17.136822,11.516337,7.7987914
Blue Essentials,2026-05-30,23472,institutional,outpatient,Total shoulder arthroplasty,Inpatient surgery,3116.15,1406.54,1662.23,15092.84,28807.94,846.23,94365.06,10356.90065602838,13229.0516278998,564,834,1.2773176,111.51231,20.481422,9.079875
Blue Essentials common,2026-05-30,23472,institutional,outpatient,Total shoulder arthroplasty,Inpatient surgery,3074.06,1406.54,1662.23,15092.84,28807.94,846.23,94365.06,10338.88355239788,13233.88830076267,563,833,1.2800113,111.51231,20.481422,9.079875
Blue Essentials group 295430,2026-05-30,23472,institutional,outpatient,Total shoulder arthroplasty,Inpatient surgery,20500.53,20500.53,20500.53,20500.53,20500.53,20500.53,20500.53,20500.53,,1,1,,1,1,1
Blue Essentials group 295781,2026-05-30,23472,institutional,outpatient,Total shoulder arthroplasty,Inpatient surgery,20500.53,20500.53,20500.53,20500.53,20500.53,20500.53,20500.53,20500.53,,1,1,,1,1,1
Blue Premier,2026-05-30,23472,institutional,outpatient,Total shoulder arthroplasty,Inpatient surgery,6399.594999999999,1511.12,1662.23,15092.84,19026.64,967.12,44581.92,9083.037300884958,8028.944327373018,226,320,.88394928,46.09761,12.591084,9.079875
MyBlue Health HMO,2026-05-30,23472,institutional,outpatient,Total shoulder arthroplasty,Inpatient surgery,10719.23,1299.56,1662.23,17756.28,32023.71,755.5599999999999,85745.89,13548.1307373272,15444.11798970931,217,328,1.1399446,113.48654,24.641964,10.682204
ParPlan,2026-05-30,23472,institutional,outpatient,Total shoulder arthroplasty,Inpatient surgery,3063.26,1356.91,1794.58,13519.58,25213.92,814,124175.51,10349.20766806723,18290.68810077004,476,672,1.7673515,152.54977,18.581865,7.5335622
Blue Advantage HMO,2026-05-30,23472,professional,outpatient,Total shoulder arthroplasty,Inpatient surgery,1278.08,1061.13,1122.06,1372.56,1561.08,858.83,8196.17,1349.960787644789,548.7320985227186,1295,22138,.40648001,9.5434141,1.4711487,1.2232502
Blue Choice PPO,2026-05-30,23472,professional,outpatient,Total shoulder arthroplasty,Inpatient surgery,1720.73,1188.42,1413.24,2062.32,2287.6,968.88,8854.809999999999,1850.08175108538,840.379912480949,1382,30025,.45423934,9.1392221,1.9249088,1.459285
Blue Choice PPO common,2026-05-30,23472,professional,outpatient,Total shoulder arthroplasty,Inpatient surgery,1720.73,1188.42,1413.24,2062.32,2287.6,968.88,8854.809999999999,1850.75672714078,841.3778429321459,1378,30023,.45461288,9.1392221,1.9249088,1.459285
Blue Choice PPO group 039993,2026-05-30,23472,professional,outpatient,Total shoulder arthroplasty,Inpatient surgery,1575.27,1382.18,1462.62,1853.26,1887.58,1174.86,2220.68,1656.743333333333,266.2691603747356,15,19,.16071841,1.8901657,1.3656542,1.2670823
Blue Essentials,2026-05-30,23472,professional,outpatient,Total shoulder arthroplasty,Inpatient surgery,1632.38,1188.42,1333.2,1842.22,2167.32,968.88,8854.809999999999,1738.459577259477,828.6741825084578,1372,24020,.47667152,9.1392221,1.8236986,1.3818032
Blue Essentials common,2026-05-30,23472,professional,outpatient,Total shoulder arthroplasty,Inpatient surgery,1632.38,1188.42,1333.2,1842.22,2167.32,968.88,8854.809999999999,1738.41106647188,829.5589711996574,1369,24010,.4771938,9.1392221,1.8236986,1.3818032
Blue Essentials group 295430,2026-05-30,23472,professional,outpatient,Total shoulder arthroplasty,Inpatient surgery,1597.045,1375.99,1387.52,1672.18,1853.26,1375.99,1853.26,1576.602,184.8288416526671,10,10,.1172324,1.3468558,1.3468558,1.2051574
Blue Essentials group 295781,2026-05-30,23472,professional,outpatient,Total shoulder arthroplasty,Inpatient surgery,1597.045,1375.99,1387.52,1672.18,1853.26,1375.99,1853.26,1576.602,184.8288416526671,10,10,.1172324,1.3468558,1.3468558,1.2051574
Blue Premier,2026-05-30,23472,professional,outpatient,Total shoulder arthroplasty,Inpatient surgery,1421.35,1188.42,1188.42,1809.87,2167.32,1133.22,8854.809999999999,1718.419585121601,1020.066261885438,699,10682,.59360719,7.813849,1.8236986,1.5229212
MyBlue Health HMO,2026-05-30,23472,professional,outpatient,Total shoulder arthroplasty,Inpatient surgery,1159.24,1061.13,1061.13,1326.92,1388.31,858.83,8196.17,1296.084048865623,614.5929350229154,573,10390,.4741922,9.5434141,1.3083317,1.2504783
ParPlan,2026-05-30,23472,professional,outpatient,Total shoulder arthroplasty,Inpatient surgery,1720.73,1188.42,1382.18,2062.32,2287.6,1174.86,8854.809999999999,1787.321481164378,620.6361231849161,1168,28767,.3472437,7.5369067,1.9249088,1.4920777
Blue Advantage HMO,2026-05-30,80048,institutional,outpatient,Basic metabolic panel,Lab,10.44,5.5,6.645,16.18,29.735,5.08,63.62,14.31966129032255,11.34279844755088,620,1513,.7921136,12.523623,5.4063635,2.4349134
Blue Choice PPO,2026-05-30,80048,institutional,outpatient,Basic metabolic panel,Lab,10.44,5.5,5.5,22.97,41.62,5.33,130.66,17.97062052505967,18.95392823539134,838,36662,1.0547175,24.514071,7.5672727,4.1763635
Blue Choice PPO common,2026-05-30,80048,institutional,outpatient,Basic metabolic panel,Lab,10.44,5.5,5.5,20.39,38,5.33,87.59999999999999,15.68101394169835,14.44793395856741,789,36538,.92136478,16.435272,6.909091,3.7072728
Blue Choice PPO group 039993,2026-05-30,80048,institutional,outpatient,Basic metabolic panel,Lab,43.65,25.8,34.095,61.125,126.09,8.460000000000001,130.66,55.80229166666667,36.68782082332208,48,79,.65746081,15.444445,4.8872094,1.7927848
Blue Essentials,2026-05-30,80048,institutional,outpatient,Basic metabolic panel,Lab,10.44,5.5,7.52,28.425,41.285,5.33,124.12,19.570703125,18.42384512377653,640,1621,.94139922,23.287054,7.5063639,3.7799201
Blue Essentials common,2026-05-30,80048,institutional,outpatient,Basic metabolic panel,Lab,10.44,5.5,7.52,28.425,41.285,5.33,124.12,19.570703125,18.42384512377652,640,1621,.94139922,23.287054,7.5063639,3.7799201
Blue Premier,2026-05-30,80048,institutional,outpatient,Basic metabolic panel,Lab,10.44,5.33,5.5,11.51,31.74,4.31,87.54000000000001,14.73234177215189,15.36010981556817,316,842,1.0426116,20.310905,5.9549718,2.0927272
MyBlue Health HMO,2026-05-30,80048,institutional,outpatient,Basic metabolic panel,Lab,5.67,5.5,5.67,10.44,12.69,4.15,43.76,8.474501160092831,4.436825197365277,431,6846,.52355003,10.544579,2.3072727,1.8412699
ParPlan,2026-05-30,80048,institutional,outpatient,Basic metabolic panel,Lab,9.31,5.5,5.5,22.42,41.76,3.32,84.42,16.70983402489627,16.08082164026931,723,27388,.96235675,25.427711,7.5927272,4.0763636
Blue Advantage HMO,2026-05-30,80048,professional,outpatient,Basic metabolic panel,Lab,5.67,5,5,5.95,8.460000000000001,4.31,18.85,6.110420560747664,1.769343372241236,1070,57897,.28956163,4.3735499,1.692,1.1900001
Blue Choice PPO,2026-05-30,80048,professional,outpatient,Basic metabolic panel,Lab,5.92,5.5,5.67,5.95,8.460000000000001,4.82,28.53,6.583118081180817,2.199809078613531,1084,77073,.33415914,5.9190869,1.5381818,1.0493827
Blue Choice PPO common,2026-05-30,80048,professional,outpatient,Basic metabolic panel,Lab,5.92,5.5,5.67,5.95,8.460000000000001,4.82,28.53,6.579565619223665,2.1964880925351,1082,77009,.33383483,5.9190869,1.5381818,1.0493827
Blue Choice PPO group 039993,2026-05-30,80048,professional,outpatient,Basic metabolic panel,Lab,5.92,5.5,5.585,5.92,5.95,5.5,5.95,5.787500000000001,.1984763390000358,8,9,.034293968,1.0818182,1.0818182,1.0599821
Blue Essentials,2026-05-30,80048,professional,outpatient,Basic metabolic panel,Lab,5.92,5,5.5,5.95,8.460000000000001,4.82,23.49,6.30532818532819,2.072889040521919,1036,63196,.32875198,4.8734441,1.692,1.0818182
Blue Essentials common,2026-05-30,80048,professional,outpatient,Basic metabolic panel,Lab,5.92,5,5.5,5.95,8.460000000000001,4.82,23.49,6.30532818532819,2.072889040521919,1036,63131,.32875198,4.8734441,1.692,1.0818182
Blue Essentials group 295430,2026-05-30,80048,professional,outpatient,Basic metabolic panel,Lab,5.92,5.67,5.67,5.92,5.92,5,5.92,5.785555555555557,.229583311092131,18,67,.039682154,1.184,1.0440917,1.0440917
Blue Essentials group 295781,2026-05-30,80048,professional,outpatient,Basic metabolic panel,Lab,5.92,5.67,5.67,5.92,5.92,5,5.92,5.785555555555557,.2295833110921309,18,67,.039682154,1.184,1.0440917,1.0440917
Blue Premier,2026-05-30,80048,professional,outpatient,Basic metabolic panel,Lab,5.67,5,5.5,5.95,5.95,5,18.85,6.02364498644986,1.751159761072971,738,35844,.29071429,3.77,1.1900001,1.0818182
MyBlue Health HMO,2026-05-30,80048,professional,outpatient,Basic metabolic panel,Lab,5.67,5,5,5.95,5.95,4.31,18.85,5.775453333333328,1.383070728732425,750,32974,.23947397,4.3735499,1.1900001,1.1900001
ParPlan,2026-05-30,80048,professional,outpatient,Basic metabolic panel,Lab,5.92,5.5,5.5,5.95,9.140000000000001,1.89,26.11,6.633473684210542,2.330371702243904,1045,62305,.35130489,13.814815,1.6618181,1.0818182
Blue Advantage HMO,2026-05-30,85025,institutional,outpatient,Complete blood count w diff,Lab,9.59,5.05,6.04,14.84,27.27,4.66,58.43,12.92217868338562,10.2712348077851,638,1796,.79485315,12.538627,5.4000001,2.4569535
Blue Choice PPO,2026-05-30,85025,institutional,outpatient,Complete blood count w diff,Lab,9.59,5.05,6.16,29.84,40.28,4.9,116.86,19.21106544901064,18.48094240277792,657,2121,.96199465,23.84898,7.9762378,4.8441558
Blue Choice PPO common,2026-05-30,85025,institutional,outpatient,Complete blood count w diff,Lab,9.59,5.05,6.04,24.4,37.84,4.9,78.34999999999999,16.70266447368422,14.22024893854035,608,2028,.85137606,15.989796,7.4930692,4.0397353
Blue Choice PPO group 039993,2026-05-30,85025,institutional,outpatient,Complete blood count w diff,Lab,40.09,23.7,31.315,56.14,112.78,7.77,116.86,50.67791666666667,32.56023857395562,48,75,.64249361,15.039897,4.7586498,1.7927511
Blue Essentials,2026-05-30,85025,institutional,outpatient,Complete blood count w diff,Lab,9.59,5.05,6.16,25.41,37.53,4.9,111.04,17.62115677321156,16.61422736072858,657,1903,.94285679,22.661224,7.4316831,4.125
Blue Essentials common,2026-05-30,85025,institutional,outpatient,Complete blood count w diff,Lab,9.59,5.05,6.16,25.41,37.53,4.9,111.04,17.62115677321156,16.61422736072858,657,1903,.94285679,22.661224,7.4316831,4.125
Blue Premier,2026-05-30,85025,institutional,outpatient,Complete blood count w diff,Lab,9.59,4.9,5.05,10.58,27.27,3.96,78.3,12.97395833333338,13.58297382814857,336,1076,1.0469414,19.772728,5.5653062,2.0950496
MyBlue Health HMO,2026-05-30,85025,institutional,outpatient,Complete blood count w diff,Lab,5.21,5.05,5.21,9.59,10.57,3.81,40.19,7.646696035242327,4.014440887357272,454,7685,.52499026,10.548556,2.0930693,1.840691
ParPlan,2026-05-30,85025,institutional,outpatient,Complete blood count w diff,Lab,10.58,5.05,6.04,31.08,41.41,3.05,77.52,18.46884403669723,15.99203624026103,545,1587,.86589265,25.416393,8.1999998,5.1456952
Blue Advantage HMO,2026-05-30,85025,professional,outpatient,Complete blood count w diff,Lab,5.21,5,5.05,5.47,7.77,3.96,14.21,5.643963963963972,1.288418116553987,1110,68907,.22828248,3.5883839,1.554,1.0831683
Blue Choice PPO,2026-05-30,85025,professional,outpatient,Complete blood count w diff,Lab,5.47,5.05,5.21,5.5,7.65,4.43,26.21,6.037016806722671,1.836311692088094,1190,92101,.30417535,5.9164786,1.5148515,1.0556622
Blue Choice PPO common,2026-05-30,85025,professional,outpatient,Complete blood count w diff,Lab,5.47,5.05,5.21,5.5,7.65,4.43,26.21,6.037016806722671,1.836311692088094,1190,91941,.30417535,5.9164786,1.5148515,1.0556622
Blue Choice PPO group 039993,2026-05-30,85025,professional,outpatient,Complete blood count w diff,Lab,5.44,5.21,5.44,5.484999999999999,5.5,5.21,5.5,5.43,.0927361849549571,8,9,.017078487,1.0556622,1.0556622,1.0082721
Blue Essentials,2026-05-30,85025,professional,outpatient,Complete blood count w diff,Lab,5.44,5,5.05,5.47,7.77,4.43,21.58,5.819678604224062,1.615547902504375,1089,75576,.27760088,4.8713317,1.554,1.0831683
Blue Essentials common,2026-05-30,85025,professional,outpatient,Complete blood count w diff,Lab,5.44,5,5.05,5.47,7.77,4.43,21.58,5.819678604224061,1.615547902504375,1089,75510,.27760088,4.8713317,1.554,1.0831683
Blue Essentials group 295430,2026-05-30,85025,professional,outpatient,Complete blood count w diff,Lab,5.44,5.21,5.21,5.44,5.44,5,5.44,5.338888888888888,.138686650143785,18,68,.025976688,1.0880001,1.0441458,1.0441458
Blue Essentials group 295781,2026-05-30,85025,professional,outpatient,Complete blood count w diff,Lab,5.44,5.21,5.21,5.44,5.44,5,5.44,5.338888888888888,.138686650143785,18,68,.025976688,1.0880001,1.0441458,1.0441458
Blue Premier,2026-05-30,85025,professional,outpatient,Complete blood count w diff,Lab,5.21,5,5.05,5.47,5.9,5,15.55,5.568324808184142,1.18102892785209,782,42692,.2120977,3.1099999,1.1799999,1.0831683
MyBlue Health HMO,2026-05-30,85025,professional,outpatient,Complete blood count w diff,Lab,5.21,5,5,5.47,5.47,3.96,13.75,5.348922686945496,.8696820881048628,789,38748,.16259015,3.4722223,1.094,1.094
ParPlan,2026-05-30,85025,professional,outpatient,Complete blood count w diff,Lab,5.47,5.05,5.21,5.5,8.33,1.89,23.98,6.097769097222209,2.051375238862144,1152,70415,.33641407,12.687831,1.6495049,1.0556622
Blue Advantage HMO,2026-05-30,80053,institutional,outpatient,Comprehensive metabolic panel,Lab,13.04,7.5,10.56,22.7,38.76,6.34,91.05,19.54147747747751,15.47831478227006,555,1003,.79207498,14.361198,5.1680002,2.1496212
Blue Choice PPO,2026-05-30,80053,institutional,outpatient,Comprehensive metabolic panel,Lab,16.79,8.220000000000001,11.62,42.77,55.86,6.65,192.51,29.14445017182138,28.44901741779429,582,1167,.97613841,28.948872,6.7956204,3.680723
Blue Choice PPO common,2026-05-30,80053,institutional,outpatient,Comprehensive metabolic panel,Lab,14.08,7.71,11.09,37.95,52.16,6.65,129.08,24.99375700934588,19.82551094355589,535,1087,.79321849,19.410526,6.7652397,3.4220018
Blue Choice PPO group 039993,2026-05-30,80053,institutional,outpatient,Comprehensive metabolic panel,Lab,54.49,32.21,42.66,71.39,185.78,10.56,192.51,73.47499999999999,55.2713090832647,46,73,.75224644,18.230114,5.7677741,1.6734647
Blue Essentials,2026-05-30,80053,institutional,outpatient,Comprehensive metabolic panel,Lab,15.53,8.220000000000001,11.4,37.8,51.85,6.65,182.89,26.52220136518779,25.5906449941005,586,1063,.96487635,27.502256,6.307786,3.3157895
Blue Essentials common,2026-05-30,80053,institutional,outpatient,Comprehensive metabolic panel,Lab,15.53,8.220000000000001,11.4,37.8,51.85,6.65,182.89,26.52220136518779,25.5906449941005,586,1063,.96487635,27.502256,6.307786,3.3157895
Blue Premier,2026-05-30,80053,institutional,outpatient,Comprehensive metabolic panel,Lab,13.04,6.65,10.56,16.94,43.035,5.39,128.98,20.47139285714284,22.52665972600949,280,533,1.100397,23.929499,6.4714284,1.6041666
MyBlue Health HMO,2026-05-30,80053,institutional,outpatient,Comprehensive metabolic panel,Lab,13.04,6.65,9.43,13.04,20.91,5.17,54.63,13.23865853658535,6.108654836166199,246,523,.46142551,10.566731,3.144361,1.3828207
ParPlan,2026-05-30,80053,institutional,outpatient,Comprehensive metabolic panel,Lab,16.55,8.220000000000001,10.45,43.61,61.16,4.14,105.46,28.26154867256635,22.02834029858501,452,752,.77944565,25.473431,7.4403892,4.1732059
Blue Advantage HMO,2026-05-30,80053,professional,outpatient,Comprehensive metabolic panel,Lab,5.81,5,5,6.1,10.56,4.5,27.95,6.642475247524771,3.362628170791403,808,62383,.50623119,6.2111111,2.112,1.22
Blue Choice PPO,2026-05-30,80053,professional,outpatient,Comprehensive metabolic panel,Lab,6.02,5.5,5.81,7.39,10.56,5.5,152.99,7.768712574850365,8.100054577289342,1002,84897,1.0426508,27.816364,1.92,1.2719449
Blue Choice PPO common,2026-05-30,80053,professional,outpatient,Comprehensive metabolic panel,Lab,6.02,5.5,5.81,7.39,10.56,5.5,152.99,7.764810756972178,8.092446465356426,1004,84661,1.042195,27.816364,1.92,1.2719449
Blue Choice PPO group 039993,2026-05-30,80053,professional,outpatient,Comprehensive metabolic panel,Lab,5.81,5.5,5.5,5.81,5.81,5.5,5.81,5.685999999999999,.1697939928266013,5,5,.029861765,1.0563636,1.0563636,1.0563636
Blue Essentials,2026-05-30,80053,professional,outpatient,Comprehensive metabolic panel,Lab,5.81,5,5,6.23,12.88,5,152.99,7.264050785973438,6.751037829808084,827,68698,.92937648,30.598,2.576,1.2460001
Blue Essentials common,2026-05-30,80053,professional,outpatient,Comprehensive metabolic panel,Lab,5.81,5,5,6.23,12.88,5,152.99,7.264050785973438,6.751037829808084,827,68643,.92937648,30.598,2.576,1.2460001
Blue Essentials group 295430,2026-05-30,80053,professional,outpatient,Comprehensive metabolic panel,Lab,5.81,5.81,5.81,5.81,5.81,5,5.81,5.736363636363637,.2442241891079884,11,58,.042574741,1.1619999,1,1
Blue Essentials group 295781,2026-05-30,80053,professional,outpatient,Comprehensive metabolic panel,Lab,5.81,5.81,5.81,5.81,5.81,5,5.81,5.736363636363637,.2442241891079884,11,58,.042574741,1.1619999,1,1
Blue Premier,2026-05-30,80053,professional,outpatient,Comprehensive metabolic panel,Lab,5.81,5,5,6.1,7.39,5,27.95,6.568590604026806,3.458060178067818,596,39283,.52645391,5.5900002,1.478,1.22
MyBlue Health HMO,2026-05-30,80053,professional,outpatient,Comprehensive metabolic panel,Lab,5.81,5,5,6.1,6.1,4.65,27.95,6.027201309328944,2.357616577177444,611,35670,.39116275,6.0107527,1.22,1.22
ParPlan,2026-05-30,80053,professional,outpatient,Comprehensive metabolic panel,Lab,6.02,5.5,5.81,7.39,14.36,1.89,66,7.698748717948776,4.814043376181568,975,61221,.62530208,34.920635,2.610909,1.2719449
Blue Advantage HMO,2026-05-30,83036,institutional,outpatient,Hemoglobin A1c,Lab,11.99,6.89,9.710000000000001,20.59,35.34,5.83,73.02,17.41650273224042,12.70777593183247,549,1001,.72963995,12.524872,5.1291728,2.1204944
Blue Choice PPO,2026-05-30,83036,institutional,outpatient,Hemoglobin A1c,Lab,13.21,7.55,10.49,36.63,50.1,6.12,134.45,24.10099693251529,20.88166712435726,652,1754,.86642337,21.968954,6.6357617,3.4918971
Blue Choice PPO common,2026-05-30,83036,institutional,outpatient,Hemoglobin A1c,Lab,13.21,7.55,10,30.925,47.29,6.12,96.78,21.68379934210521,17.27895319737951,608,1682,.79686004,15.813725,6.263576,3.0925
Blue Choice PPO group 039993,2026-05-30,83036,institutional,outpatient,Hemoglobin A1c,Lab,48.94,29.62,39.03,58.75,134.45,9.710000000000001,134.45,57.06488888888888,33.87930251926564,45,77,.59369785,13.84655,4.5391626,1.5052524
Blue Essentials,2026-05-30,83036,institutional,outpatient,Hemoglobin A1c,Lab,14.08,7.55,10.49,34.66,47.58,6.12,127.72,23.46036020583185,19.76281627851517,583,1062,.84239185,20.869282,6.3019867,3.3040991
Blue Essentials common,2026-05-30,83036,institutional,outpatient,Hemoglobin A1c,Lab,14.08,7.55,10.49,34.66,47.58,6.12,127.72,23.46036020583185,19.76281627851517,583,1062,.84239185,20.869282,6.3019867,3.3040991
Blue Premier,2026-05-30,83036,institutional,outpatient,Hemoglobin A1c,Lab,11.99,6.12,9.710000000000001,15.2,38.94,4.95,90.08,17.51010791366901,16.19988439776492,278,533,.92517328,18.197979,6.3627453,1.5653965
MyBlue Health HMO,2026-05-30,83036,institutional,outpatient,Hemoglobin A1c,Lab,11.99,6.12,8.66,11.99,19.23,4.76,50.23,12.17296747967475,5.616739752190411,246,523,.46141088,10.552521,3.1421568,1.3845266
ParPlan,2026-05-30,83036,institutional,outpatient,Hemoglobin A1c,Lab,13.21,7.55,9.710000000000001,39.23,53.95,3.81,96.78,24.88780684104623,19.6429196033395,497,1292,.78925878,25.401575,7.1456952,4.0401649
Blue Advantage HMO,2026-05-30,83036,professional,outpatient,Hemoglobin A1c,Lab,5.34,5,5,5.61,9.710000000000001,4.27,17.74,5.966071428571452,1.998985306056874,812,60656,.3350589,4.1545668,1.942,1.122
Blue Choice PPO,2026-05-30,83036,professional,outpatient,Hemoglobin A1c,Lab,5.53,5.34,5.5,6.8,9.710000000000001,5.34,32.75,6.697049180327888,2.809398895765333,976,82394,.41949803,6.1329589,1.8183521,1.2363636
Blue Choice PPO common,2026-05-30,83036,professional,outpatient,Hemoglobin A1c,Lab,5.53,5.34,5.5,6.8,9.710000000000001,5.34,32.75,6.698441025641046,2.81050402692804,975,81827,.41957584,6.1329589,1.8183521,1.2363636
Blue Choice PPO group 039993,2026-05-30,83036,professional,outpatient,Hemoglobin A1c,Lab,5.34,5.34,5.34,5.5,5.5,5.34,5.5,5.404,.0876356092008267,5,5,.016216803,1.0299625,1.0299625,1.0299625
Blue Essentials,2026-05-30,83036,professional,outpatient,Hemoglobin A1c,Lab,5.34,5,5,5.73,9.710000000000001,3.77,29.34,6.27753309265946,2.433446671332002,831,66687,.38764378,7.7824936,1.942,1.146
Blue Essentials common,2026-05-30,83036,professional,outpatient,Hemoglobin A1c,Lab,5.34,5,5,5.73,9.710000000000001,3.77,29.34,6.27753309265946,2.433446671332003,831,66632,.38764378,7.7824936,1.942,1.146
Blue Essentials group 295430,2026-05-30,83036,professional,outpatient,Hemoglobin A1c,Lab,5.34,5.34,5.34,5.34,5.34,5,5.34,5.30909090909091,.1025138571564396,11,58,.019309117,1.068,1,1
Blue Essentials group 295781,2026-05-30,83036,professional,outpatient,Hemoglobin A1c,Lab,5.34,5.34,5.34,5.34,5.34,5,5.34,5.30909090909091,.1025138571564396,11,58,.019309117,1.068,1,1
Blue Premier,2026-05-30,83036,professional,outpatient,Hemoglobin A1c,Lab,5.34,5,5,5.61,6.8,5,19.44,5.835296108291053,1.799006375084589,591,37048,.30829737,3.888,1.36,1.122
MyBlue Health HMO,2026-05-30,83036,professional,outpatient,Hemoglobin A1c,Lab,5.34,5,5,5.61,5.61,4.27,13.11,5.540180921052648,1.370620465864854,608,33432,.24739634,3.0702577,1.122,1.122
ParPlan,2026-05-30,83036,professional,outpatient,Hemoglobin A1c,Lab,5.53,5.34,5.5,6.8,10.49,1.89,40,6.801151003167915,3.105125620968379,947,59416,.45655885,21.164021,1.9644195,1.2363636
Blue Advantage HMO,2026-05-30,80061,institutional,outpatient,Lipid panel,Lab,16.53,9.640000000000001,13.39,29.06,48.87,8.029999999999999,100.69,24.2282702702703,17.62211296166498,555,1003,.72733682,12.539227,5.0695019,2.1702764
Blue Choice PPO,2026-05-30,80061,institutional,outpatient,Lipid panel,Lab,21.29,10.41,14.73,54.23,70.83,8.44,180.83,35.94102915951974,30.95995608959413,583,1170,.86140984,21.425356,6.8040347,3.6816022
Blue Choice PPO common,2026-05-30,80061,institutional,outpatient,Lipid panel,Lab,18.015,9.77,14.06,47.39,66.01000000000001,8.44,133.66,31.52766791044781,24.69960711726915,536,1094,.7834264,15.836493,6.7563972,3.3705547
Blue Choice PPO group 039993,2026-05-30,80061,institutional,outpatient,Lipid panel,Lab,69.09,40.84,53.965,96.745,174.5,13.39,180.83,83.58354166666665,48.76448116570021,48,77,.58342206,13.504854,4.2727718,1.7927361
Blue Essentials,2026-05-30,80061,institutional,outpatient,Lipid panel,Lab,19.69,10.41,14.46,47.94,65.61,8.44,171.78,32.71563139931742,27.83933405040218,586,1063,.85094899,20.353081,6.3025937,3.3153527
Blue Essentials common,2026-05-30,80061,institutional,outpatient,Lipid panel,Lab,19.69,10.41,14.46,47.94,65.61,8.44,171.78,32.71563139931742,27.83933405040219,586,1063,.85094899,20.353081,6.3025937,3.3153527
Blue Premier,2026-05-30,80061,institutional,outpatient,Lipid panel,Lab,16.53,8.44,13.39,24.13,53.69,6.83,121.15,24.90826855123668,23.05061683237904,283,536,.92542028,17.737921,6.3613744,1.8020911
MyBlue Health HMO,2026-05-30,80061,institutional,outpatient,Lipid panel,Lab,16.53,8.44,11.95,16.53,26.51,6.56,69.27,16.78483739837401,7.744895236112033,246,523,.46142212,10.559451,3.1409953,1.3832636
ParPlan,2026-05-30,80061,institutional,outpatient,Lipid panel,Lab,20.98,10.41,13.26,54.77,77.52,5.25,133.66,35.79209713024282,27.85100786643792,453,753,.77813292,25.459047,7.4466858,4.1304674
Blue Advantage HMO,2026-05-30,80061,professional,outpatient,Lipid panel,Lab,7.36,5,5,7.73,13.39,4.5,24.48,7.711666666666619,3.183192505033869,810,60627,.4127762,5.4400001,2.678,1.546
Blue Choice PPO,2026-05-30,80061,professional,outpatient,Lipid panel,Lab,7.63,5.5,7.36,9.369999999999999,13.39,5.5,45.18,8.849448416751718,4.287837593611386,979,82170,.48453161,8.2145452,2.4345455,1.2730979
Blue Choice PPO common,2026-05-30,80061,professional,outpatient,Lipid panel,Lab,7.63,5.5,7.36,9.369999999999999,13.39,5.5,45.18,8.841392016376593,4.281485027874293,977,81829,.48425463,8.2145452,2.4345455,1.2730979
Blue Choice PPO group 039993,2026-05-30,80061,professional,outpatient,Lipid panel,Lab,7.36,5.5,5.5,7.36,7.36,5.5,7.36,6.616,1.018763956959609,5,5,.15398487,1.3381819,1.3381819,1.3381819
Blue Essentials,2026-05-30,80061,professional,outpatient,Lipid panel,Lab,7.36,5,5,7.73,13.39,5,40.46,8.178831325301136,3.810733739868323,830,66654,.46592644,8.092,2.678,1.546
Blue Essentials common,2026-05-30,80061,professional,outpatient,Lipid panel,Lab,7.36,5,5,7.73,13.39,5,40.46,8.178831325301136,3.810733739868323,830,66599,.46592644,8.092,2.678,1.546
Blue Essentials group 295430,2026-05-30,80061,professional,outpatient,Lipid panel,Lab,7.36,7.36,7.36,7.36,7.36,5,7.36,7.145454545454546,.7115667732035221,11,58,.099583134,1.472,1,1
Blue Essentials group 295781,2026-05-30,80061,professional,outpatient,Lipid panel,Lab,7.36,7.36,7.36,7.36,7.36,5,7.36,7.145454545454545,.7115667732035221,11,58,.099583134,1.472,1,1
Blue Premier,2026-05-30,80061,professional,outpatient,Lipid panel,Lab,7.36,5,5,7.73,9.369999999999999,5,26.82,7.506937394247033,2.958789593530723,591,37018,.39414069,5.3639998,1.874,1.546
MyBlue Health HMO,2026-05-30,80061,professional,outpatient,Lipid panel,Lab,7.36,5,5,7.73,7.73,5,18.08,7.095230263157899,2.31094978504516,608,33414,.32570469,3.6159999,1.546,1.546
