network_name,run_date,procedure_code,provider_type,care_setting,service_label,service_category,p50,p10,p25,p75,p90,pmin,pmax,pmean,psd,n_prices,n_groups,cv,hilo,p9010,p7525
Blue Choice PPO group 039993,2026-05-30,74177,professional,outpatient,CT abdomen/pelvis w contrast,Imaging,221.26,64.61,70.73999999999999,265.5,326.6,60.13,390.5,178.0653846153846,106.8774025219838,26,28,.60021436,6.4942622,5.054945,3.7531807
Blue Essentials,2026-05-30,74177,professional,outpatient,CT abdomen/pelvis w contrast,Imaging,227.94,65.42,73.70999999999999,274.41,369.2,37.53,1951.79,211.9508046293755,170.0893193378865,3629,65426,.80249435,52.00613,5.6435342,3.7228327
Blue Essentials common,2026-05-30,74177,professional,outpatient,CT abdomen/pelvis w contrast,Imaging,227.94,65.42,73.70999999999999,274.41,369.2,37.53,1951.79,211.9752863070549,170.2789098889889,3615,65224,.80329603,52.00613,5.6435342,3.7228327
Blue Essentials group 295430,2026-05-30,74177,professional,outpatient,CT abdomen/pelvis w contrast,Imaging,227.94,65.48,75.28,268.16,284,62.65,390.5,177.2157142857143,100.1581077224389,91,208,.56517625,6.2330408,4.3372021,3.5621679
Blue Essentials group 295781,2026-05-30,74177,professional,outpatient,CT abdomen/pelvis w contrast,Imaging,227.94,65.48,75.28,268.16,284,62.65,390.5,177.2157142857143,100.1581077224389,91,208,.56517625,6.2330408,4.3372021,3.5621679
Blue Premier,2026-05-30,74177,professional,outpatient,CT abdomen/pelvis w contrast,Imaging,223.17,65.42,71.65000000000001,274.41,390.5,55.77,1951.79,216.1628715365231,186.373960096178,1985,28929,.86219227,34.997131,5.9691224,3.8298674
MyBlue Health HMO,2026-05-30,74177,professional,outpatient,CT abdomen/pelvis w contrast,Imaging,216.22,61.12,67.18000000000001,254.38,355,55.77,1806.61,193.4693533930857,146.9085599752731,1562,26208,.7593376,32.39394,5.8082461,3.7865436
ParPlan,2026-05-30,74177,professional,outpatient,CT abdomen/pelvis w contrast,Imaging,231.86,67.06,74.54000000000001,281.03,368.13,60.13,1951.79,211.0407780533171,150.1523535467976,3226,70702,.71148503,32.459503,5.4895616,3.7701905
Blue Advantage HMO,2026-05-30,74176,institutional,outpatient,CT abdomen/pelvis wo contrast,Imaging,322.765,232.31,232.31,636.2,964.09,201.57,2537.88,504.1446859903373,414.0626793503285,414,614,.82131714,12.590564,4.1500149,2.7385821
Blue Choice PPO,2026-05-30,74176,institutional,outpatient,CT abdomen/pelvis wo contrast,Imaging,679.48,232.31,234.58,1040.525,1335.78,207.33,5365.5,798.4060585585587,790.3211850075818,444,745,.98987371,25.879034,5.749989,4.4356937
Blue Choice PPO common,2026-05-30,74176,institutional,outpatient,CT abdomen/pelvis wo contrast,Imaging,563.96,232.31,233.04,978.77,1188.5,207.33,3597.57,649.3877078085632,443.772343381193,397,671,.68337041,17.351902,5.1160088,4.2000084
Blue Choice PPO group 039993,2026-05-30,74176,institutional,outpatient,CT abdomen/pelvis wo contrast,Imaging,1412.225,904.2,1013.72,1759.45,5177.94,487.05,5365.5,1964.992608695652,1552.874585734376,46,75,.79026991,11.016323,5.7265429,1.7356371
Blue Essentials,2026-05-30,74176,institutional,outpatient,CT abdomen/pelvis wo contrast,Imaging,595.415,232.31,233.04,920.51,1240.54,207.33,5097.23,724.2808796296295,727.048172443557,432,652,1.0038208,24.585106,5.3400197,3.9500086
Blue Essentials common,2026-05-30,74176,institutional,outpatient,CT abdomen/pelvis wo contrast,Imaging,595.415,232.31,233.04,920.51,1240.54,207.33,5097.23,724.2808796296295,727.048172443557,432,652,1.0038208,24.585106,5.3400197,3.9500086
Blue Premier,2026-05-30,74176,institutional,outpatient,CT abdomen/pelvis wo contrast,Imaging,236.86,232.31,232.31,668.8200000000001,1081.31,207.33,3594.88,551.0539810426532,684.6263040800879,211,386,1.2423942,17.338928,4.6545997,2.8789978
MyBlue Health HMO,2026-05-30,74176,institutional,outpatient,CT abdomen/pelvis wo contrast,Imaging,233.04,232.31,232.31,342.57,692.13,226.52,1519.42,341.9526486486479,212.8276405691447,185,362,.6223892,6.707664,2.9793379,1.4746244
ParPlan,2026-05-30,74176,institutional,outpatient,CT abdomen/pelvis wo contrast,Imaging,725.65,236.86,255.54,1088.3,1451.84,207.33,2647.1,772.8127652733112,491.8763205149203,311,385,.63647538,12.767569,6.129528,4.2588243
Blue Advantage HMO,2026-05-30,74176,professional,outpatient,CT abdomen/pelvis wo contrast,Imaging,131.52,58.04,67.73999999999999,154.79,284,53.21,1077.89,146.8036377708966,110.9513497529553,3230,57153,.75578064,20.257282,4.893177,2.2850606
Blue Choice PPO,2026-05-30,74176,professional,outpatient,CT abdomen/pelvis wo contrast,Imaging,141.88,63.68,71.12,183.3,355,52.35,1350,168.7480845148736,141.6741551169983,3597,75590,.83956009,25.787966,5.5747485,2.5773342
Blue Choice PPO common,2026-05-30,74176,professional,outpatient,CT abdomen/pelvis wo contrast,Imaging,141.88,63.68,71.12,183.3,355,52.35,1350,168.4590011129662,141.1019116470301,3594,75560,.83760387,25.787966,5.5747485,2.5773342
Blue Choice PPO group 039993,2026-05-30,74176,professional,outpatient,CT abdomen/pelvis wo contrast,Imaging,134.59,61.35,67.18000000000001,161.5,200.68,57.1,390.5,130.3765384615385,81.25473864051537,26,28,.62323129,6.8388791,3.2710676,2.4039893
Blue Essentials,2026-05-30,74176,professional,outpatient,CT abdomen/pelvis wo contrast,Imaging,141.74,62.18,70.66,169.77,326.6,35.93,1300,162.4840676024053,135.2332952483837,3491,62982,.83228648,36.181465,5.2524929,2.4026322
Blue Essentials common,2026-05-30,74176,professional,outpatient,CT abdomen/pelvis wo contrast,Imaging,141.74,62.18,70.66,169.77,326.6,35.93,1300,162.5131895312041,135.3953438681541,3477,62780,.83313447,36.181465,5.2524929,2.4026322
Blue Essentials group 295430,2026-05-30,74176,professional,outpatient,CT abdomen/pelvis wo contrast,Imaging,138.65,62.18,71.48999999999999,163.12,197.49,59.5,390.5,127.6816483516483,66.99014077150517,91,208,.52466536,6.563025,3.1761017,2.2817178
Blue Essentials group 295781,2026-05-30,74176,professional,outpatient,CT abdomen/pelvis wo contrast,Imaging,138.65,62.18,71.48999999999999,163.12,197.49,59.5,390.5,127.6816483516484,66.99014077150517,91,208,.52466536,6.563025,3.1761017,2.2817178
Blue Premier,2026-05-30,74176,professional,outpatient,CT abdomen/pelvis wo contrast,Imaging,141.74,62.18,68.53,166.92,365.63,53.21,1164.51,168.0427239392341,148.1536330487823,1909,27786,.88164264,21.885172,5.8801866,2.4357216
MyBlue Health HMO,2026-05-30,74176,professional,outpatient,CT abdomen/pelvis wo contrast,Imaging,131.52,58.04,63.8,154.73,284,53.21,1077.89,146.853205645161,114.2848893427476,1488,25284,.77822536,20.257282,4.893177,2.425235
ParPlan,2026-05-30,74176,professional,outpatient,CT abdomen/pelvis wo contrast,Imaging,141.88,63.8,71.12,183.3,326.6,57.1,1350,162.2817727562036,126.4472393543873,3142,69413,.77918327,23.642733,5.119122,2.5773342
Blue Advantage HMO,2026-05-30,70450,institutional,outpatient,CT head/brain wo contrast,Imaging,161.38,114.46,114.46,316.07,468.495,101.99,1234.56,246.5892857142863,199.2781078319036,420,625,.80813771,12.104716,4.0930891,2.7614014
Blue Choice PPO,2026-05-30,70450,institutional,outpatient,CT head/brain wo contrast,Imaging,343.38,114.46,120.02,512.21,686.76,112.08,2610.07,397.7176696832576,391.2133104824513,442,740,.9836458,23.287563,6,4.2677054
Blue Choice PPO common,2026-05-30,70450,institutional,outpatient,CT head/brain wo contrast,Imaging,286.15,114.46,114.46,478.58,572.3,112.08,1750.04,328.9474307304794,236.181945850879,397,671,.71799296,15.614204,5,4.1811986
Blue Choice PPO group 039993,2026-05-30,70450,institutional,outpatient,CT head/brain wo contrast,Imaging,699.38,434.87,487.55,849.5700000000001,2518.8,234.25,2610.07,982.4938297872345,781.6475241869717,47,71,.79557502,11.142241,5.7920756,1.7425289
Blue Essentials,2026-05-30,70450,institutional,outpatient,CT head/brain wo contrast,Imaging,293.65,114.46,120.02,461.77,623.16,112.08,2479.57,361.1229002320185,361.5422033149773,431,651,1.0011611,22.123215,5.4443474,3.8474422
Blue Essentials common,2026-05-30,70450,institutional,outpatient,CT head/brain wo contrast,Imaging,293.65,114.46,120.02,461.77,623.16,112.08,2479.57,361.1229002320185,361.5422033149773,431,651,1.0011611,22.123215,5.4443474,3.8474422
Blue Premier,2026-05-30,70450,institutional,outpatient,CT head/brain wo contrast,Imaging,120.02,114.46,114.46,321.72,520.05,112.08,1748.75,268.5086255924169,331.7824975169398,211,386,1.2356493,15.602695,4.5435085,2.8107636
MyBlue Health HMO,2026-05-30,70450,institutional,outpatient,CT head/brain wo contrast,Imaging,114.46,114.46,114.46,158.595,332.88,112.08,730.76,165.6636170212764,100.7639115311682,188,365,.60824406,6.5199857,2.9082649,1.3855932
ParPlan,2026-05-30,70450,institutional,outpatient,CT head/brain wo contrast,Imaging,364.26,120.02,125.91,541.4,766.63,112.08,1327.68,389.9492880258906,253.3597822001442,309,382,.64972496,11.845824,6.3875189,4.2998967
Blue Advantage HMO,2026-05-30,70450,professional,outpatient,CT head/brain wo contrast,Imaging,76.47,28.43,33.18,89.98999999999999,284,26.5,951.4,99.10837245213047,111.9859996960966,3238,59447,1.1299348,35.901886,9.9894476,2.7121761
Blue Choice PPO,2026-05-30,70450,professional,outpatient,CT head/brain wo contrast,Imaging,82,31.19,34.84,106.57,333.7,25.64,1350,116.1960585959093,138.1136713849987,3618,78959,1.1886262,52.652107,10.698942,3.0588405
Blue Choice PPO common,2026-05-30,70450,professional,outpatient,CT head/brain wo contrast,Imaging,82,31.19,34.84,106.57,333.7,25.64,1350,116.1842070301688,138.1531710654165,3613,78917,1.1890874,52.652107,10.698942,3.0588405
Blue Choice PPO group 039993,2026-05-30,70450,professional,outpatient,CT head/brain wo contrast,Imaging,78.25,30.05,33.785,94.44499999999999,116.68,27.97,390.5,86.68833333333333,89.13702961887032,24,26,1.0282471,13.961388,3.8828619,2.7954714
Blue Essentials,2026-05-30,70450,professional,outpatient,CT head/brain wo contrast,Imaging,81.54499999999999,30.46,34.61,98.55,312.4,17.46,1300,110.6515253272623,129.3270929764787,3514,65871,1.1687782,74.455902,10.256074,2.8474429
Blue Essentials common,2026-05-30,70450,professional,outpatient,CT head/brain wo contrast,Imaging,81.38,30.46,34.61,97.05,312.4,17.46,1300,110.6424728726441,129.4118666126145,3502,65663,1.1696401,74.455902,10.256074,2.8041029
Blue Essentials group 295430,2026-05-30,70450,professional,outpatient,CT head/brain wo contrast,Imaging,80.61,30.46,35.02,94.84,111.67,29.14,390.5,79.12586206896553,68.17878655540007,87,216,.86164987,13.400824,3.6661196,2.7081668
Blue Essentials group 295781,2026-05-30,70450,professional,outpatient,CT head/brain wo contrast,Imaging,80.61,30.46,35.02,94.84,111.67,29.14,390.5,79.12586206896552,68.17878655540008,87,216,.86164987,13.400824,3.6661196,2.7081668
Blue Premier,2026-05-30,70450,professional,outpatient,CT head/brain wo contrast,Imaging,82.41,30.46,33.56,97.05,340.8,26.5,1015.3,116.5314427600624,139.9144126315751,1913,28411,1.2006581,38.313206,11.188444,2.8918355
MyBlue Health HMO,2026-05-30,70450,professional,outpatient,CT head/brain wo contrast,Imaging,76.47,28.43,32.65,89.95999999999999,284,26.5,937.2,97.84182666666707,110.5397464285596,1500,25618,1.1297801,35.366039,9.9894476,2.7552834
ParPlan,2026-05-30,70450,professional,outpatient,CT head/brain wo contrast,Imaging,82.48999999999999,31.25,34.84,106.57,326.6,27.97,1350,111.8051897533209,130.634817438606,3162,71019,1.1684146,48.265999,10.4512,3.0588405
Blue Advantage HMO,2026-05-30,71046,institutional,outpatient,Chest x-ray 2 views,Imaging,78.89,47.89,62.12,132.085,194.74,29.81,442.22,103.6023674242425,67.72682995049801,528,982,.65371895,14.83462,4.066402,2.1262879
Blue Choice PPO,2026-05-30,71046,institutional,outpatient,Chest x-ray 2 views,Imaging,105.745,47.89,62.12,258.34,330.41,37.27,548.29,158.7344148936168,116.536686946441,564,1132,.73416144,14.711296,6.8993526,4.1587253
Blue Choice PPO common,2026-05-30,71046,institutional,outpatient,Chest x-ray 2 views,Imaging,87.79000000000001,47.89,62.12,225.9,311.26,37.27,548.29,143.7722093023256,107.3094756868976,516,1061,.7463854,14.711296,6.4994779,3.6365099
Blue Choice PPO group 039993,2026-05-30,71046,institutional,outpatient,Chest x-ray 2 views,Imaging,332.01,248.21,276.14,345.69,432.57,130.09,547.5,326.0889361702127,79.1992161861204,47,75,.24287613,4.2086248,1.7427582,1.251865
Blue Essentials,2026-05-30,71046,institutional,outpatient,Chest x-ray 2 views,Imaging,93.38,47.89,62.12,232.49,307.71,37.27,548.29,146.0685714285714,105.198006640027,553,1030,.72019607,14.711296,6.4253497,3.742595
Blue Essentials common,2026-05-30,71046,institutional,outpatient,Chest x-ray 2 views,Imaging,93.38,47.89,62.12,232.49,307.71,37.27,548.29,146.0685714285714,105.198006640027,553,1030,.72019607,14.711296,6.4253497,3.742595
Blue Premier,2026-05-30,71046,institutional,outpatient,Chest x-ray 2 views,Imaging,62.12,47.89,62.12,106.95,225.86,37.27,548.29,102.8831365313652,79.59458433172775,271,524,.77364075,14.711296,4.7162247,1.7216678
MyBlue Health HMO,2026-05-30,71046,institutional,outpatient,Chest x-ray 2 views,Imaging,62.12,47.89,62.12,87.79000000000001,140.47,37.27,296.89,84.38825203252031,48.73129743802601,246,516,.57746542,7.9659243,2.9331801,1.4132324
ParPlan,2026-05-30,71046,institutional,outpatient,Chest x-ray 2 views,Imaging,103.75,47.89,62.11,255.39,333.61,28.89,699.77,165.5615403422981,143.8085189134576,409,725,.86861068,24.221876,6.9661727,4.1118984
Blue Advantage HMO,2026-05-30,71046,professional,outpatient,Chest x-ray 2 views,Imaging,22.7,7.3,8.07,26.3,30.15,5.53,191.67,19.0381729865247,12.61871985330563,3191,67956,.66281152,34.660038,4.130137,3.2589839
Blue Choice PPO,2026-05-30,71046,professional,outpatient,Chest x-ray 2 views,Imaging,23.54,8.06,8.720000000000001,28.41,33.22,6.62,207.07,20.99985338865857,16.2552384883381,3615,90924,.77406436,31.279457,4.1215882,3.2580276
Blue Choice PPO common,2026-05-30,71046,professional,outpatient,Chest x-ray 2 views,Imaging,23.54,8.06,8.720000000000001,28.41,33.22,6.62,207.07,21.00439523941343,16.25686246275029,3613,90720,.7739743,31.279457,4.1215882,3.2580276
Blue Choice PPO group 039993,2026-05-30,71046,professional,outpatient,Chest x-ray 2 views,Imaging,19.035,7.7,8.5,27.69,29.52,7.23,33.73,18.05576923076923,9.796603972020884,26,30,.5425747,4.6652837,3.8337662,3.257647
Blue Essentials,2026-05-30,71046,professional,outpatient,Chest x-ray 2 views,Imaging,23.54,7.87,8.67,28.34,33,4.51,207.07,20.69632587859456,16.24803963701501,3443,75770,.78506881,45.913525,4.1931386,3.2687428
Blue Essentials common,2026-05-30,71046,professional,outpatient,Chest x-ray 2 views,Imaging,23.54,7.87,8.67,28.34,33,4.51,207.07,20.69885365144051,16.25648916267636,3437,75560,.78538114,45.913525,4.1931386,3.2687428
Blue Essentials group 295430,2026-05-30,71046,professional,outpatient,Chest x-ray 2 views,Imaging,20.09,7.87,8.875,28.91,30.67,7.53,35.64,18.90425,10.12340748845048,80,222,.53550959,4.7330675,3.8970776,3.2574649
Blue Essentials group 295781,2026-05-30,71046,professional,outpatient,Chest x-ray 2 views,Imaging,20.09,7.87,8.875,28.91,30.67,7.53,35.64,18.90425,10.12340748845048,80,222,.53550959,4.7330675,3.8970776,3.2574649
Blue Premier,2026-05-30,71046,professional,outpatient,Chest x-ray 2 views,Imaging,23.54,7.87,8.609999999999999,28.05,31.5,6.82,207.07,20.56218922999497,17.12734284114175,1987,33083,.83295327,30.362169,4.0025411,3.2578397
MyBlue Health HMO,2026-05-30,71046,professional,outpatient,Chest x-ray 2 views,Imaging,22.38,7.29,8.07,26.3,28.42,5.53,191.67,18.86636977886973,13.33064266389465,1628,29134,.70658231,34.660038,3.8984911,3.2589839
ParPlan,2026-05-30,71046,professional,outpatient,Chest x-ray 2 views,Imaging,23.54,8.06,8.710000000000001,28.45,33.22,6.91,207.07,20.67464574571352,13.95841899142444,3091,78075,.6751467,29.966715,4.1215882,3.2663605
Blue Advantage HMO,2026-05-30,77065,institutional,outpatient,Diagnostic mammography unilateral,Imaging,103.47,75.515,95.81999999999999,194.51,283.12,60.07,475.94,148.6349999999999,86.39256304203356,390,592,.5812397,7.9230895,3.7491889,2.029952
Blue Choice PPO,2026-05-30,77065,institutional,outpatient,Diagnostic mammography unilateral,Imaging,210.25,95.81999999999999,95.81999999999999,338.62,407.28,60.07,646.1900000000001,229.3825653206659,136.1722649076168,421,722,.59364694,10.757283,4.2504697,3.5339177
Blue Choice PPO common,2026-05-30,77065,institutional,outpatient,Diagnostic mammography unilateral,Imaging,168.37,95.81999999999999,95.81999999999999,316.98,396.93,60.07,646.1900000000001,214.0639037433161,130.7950133681913,374,647,.61100918,10.757283,4.1424546,3.3080776
Blue Choice PPO group 039993,2026-05-30,77065,institutional,outpatient,Diagnostic mammography unilateral,Imaging,359.31,226.47,246.09,407.28,509.81,153.32,645.25,355.1651063829788,110.3531454186639,47,73,.31070942,4.208518,2.2511148,1.6550043
Blue Essentials,2026-05-30,77065,institutional,outpatient,Diagnostic mammography unilateral,Imaging,177.77,95.81999999999999,95.81999999999999,303.75,380,60.07,646.1900000000001,211.1546958637477,123.7262146960661,411,624,.58595055,10.757283,3.9657691,3.1700063
Blue Essentials common,2026-05-30,77065,institutional,outpatient,Diagnostic mammography unilateral,Imaging,177.77,95.81999999999999,95.81999999999999,303.75,380,60.07,646.1900000000001,211.1546958637477,123.7262146960661,411,624,.58595055,10.757283,3.9657691,3.1700063
Blue Premier,2026-05-30,77065,institutional,outpatient,Diagnostic mammography unilateral,Imaging,95.81999999999999,94.06,95.81999999999999,166.155,284.53,60.07,646.1900000000001,146.9088,94.00907231190355,200,367,.63991451,10.757283,3.0249841,1.7340325
MyBlue Health HMO,2026-05-30,77065,institutional,outpatient,Diagnostic mammography unilateral,Imaging,95.81999999999999,94.06,95.81999999999999,128.86,196.59,45.15,349.9,122.724057142857,56.57557786232931,175,348,.46099827,7.749723,2.0900488,1.3448132
ParPlan,2026-05-30,77065,institutional,outpatient,Diagnostic mammography unilateral,Imaging,194.705,60.07,105.4,340.5,452.54,58.27,824.72,238.6205151515155,173.4825561565636,330,762,.72702283,14.153423,7.5335441,3.2305503
Blue Advantage HMO,2026-05-30,77065,professional,outpatient,Diagnostic mammography unilateral,Imaging,87.19,26.83,29.69,102.58,112.95,25.23,713.54,70.67448323066472,48.59338299138737,2922,52919,.68756616,28.28141,4.2098398,3.4550354
Blue Choice PPO,2026-05-30,77065,professional,outpatient,Diagnostic mammography unilateral,Imaging,87.87,28.93,31.87,106.05,124,24.36,770.88,79.23118049083612,64.05511608658414,3219,71328,.80845845,31.645321,4.2862082,3.3275807
Blue Choice PPO common,2026-05-30,77065,professional,outpatient,Diagnostic mammography unilateral,Imaging,87.87,28.93,31.87,106.05,124,24.36,770.88,79.24136674968913,64.0880714976193,3212,71307,.80877042,31.645321,4.2862082,3.3275807
Blue Choice PPO group 039993,2026-05-30,77065,professional,outpatient,Diagnostic mammography unilateral,Imaging,64.40000000000001,28.55,31.26,103.37,112.57,26.57,135.34,68.37863636363636,38.71220458416484,22,24,.5661447,5.0937147,3.9429071,3.3067818
Blue Essentials,2026-05-30,77065,professional,outpatient,Diagnostic mammography unilateral,Imaging,87.87,28.91,31.66,104.69,123.17,16.58,770.88,77.48041492441379,64.30289331886907,3109,57874,.82992446,46.494572,4.2604637,3.3066962
Blue Essentials common,2026-05-30,77065,professional,outpatient,Diagnostic mammography unilateral,Imaging,87.87,28.91,31.66,104.69,123.17,16.58,770.88,77.48084275105019,64.37430654627751,3097,57702,.8308416,46.494572,4.2604637,3.3066962
Blue Essentials group 295430,2026-05-30,77065,professional,outpatient,Diagnostic mammography unilateral,Imaging,72.50999999999999,28.93,32.505,107.5,114.49,27.68,135.34,69.4034210526316,37.95351794156046,76,178,.54685372,4.889451,3.9574835,3.3071835
Blue Essentials group 295781,2026-05-30,77065,professional,outpatient,Diagnostic mammography unilateral,Imaging,72.50999999999999,28.93,32.505,107.5,114.49,27.68,135.34,69.40342105263159,37.95351794156046,76,178,.54685372,4.889451,3.9574835,3.3071835
Blue Premier,2026-05-30,77065,professional,outpatient,Diagnostic mammography unilateral,Imaging,87.87,28.55,29.69,103.37,122.17,26.57,770.88,77.46191966922643,71.19989469464001,1693,25743,.91915995,29.013172,4.2791595,3.4816437
MyBlue Health HMO,2026-05-30,77065,professional,outpatient,Diagnostic mammography unilateral,Imaging,87.58,26.83,29.69,98.17,106.73,25.23,713.54,71.14718481375382,53.56888167086301,1396,24031,.75293046,28.28141,3.9780097,3.3065004
ParPlan,2026-05-30,77065,professional,outpatient,Diagnostic mammography unilateral,Imaging,87.87,28.93,31.87,105.4,124,26.57,770.88,76.12812720848096,50.11414896515777,2830,66476,.65828693,29.013172,4.2862082,3.3071854
Blue Advantage HMO,2026-05-30,70553,institutional,outpatient,MRI brain w/wo contrast,Imaging,481.13,256.58,381.85,918.35,1574.48,221.47,3566.48,718.5316666666652,546.5613276646496,528,961,.76066422,16.10367,6.1364098,2.4050019
Blue Choice PPO,2026-05-30,70553,institutional,outpatient,MRI brain w/wo contrast,Imaging,743.02,273.82,420.04,1661.05,2264.83,229.11,5041.51,1108.10563506261,927.3806311275816,559,1113,.83690631,22.004757,8.2712364,3.9545043
Blue Choice PPO common,2026-05-30,70553,institutional,outpatient,MRI brain w/wo contrast,Imaging,561.3200000000001,259.66,420.04,1565.59,1970.35,229.11,3843.7,964.6786744639354,749.2499510821989,513,1032,.77668345,16.776657,7.5881925,3.7272403
Blue Choice PPO group 039993,2026-05-30,70553,institutional,outpatient,MRI brain w/wo contrast,Imaging,2382.74,1481.58,1661.05,2882.97,4865.26,798.0700000000001,5041.51,2589.57829787234,1196.549463412479,47,71,.46206343,6.3171277,3.2838321,1.7356311
Blue Essentials,2026-05-30,70553,institutional,outpatient,MRI brain w/wo contrast,Imaging,597.595,273.82,420.04,1466.3,2058.23,229.11,4789.45,1010.144853479851,849.789382971283,546,1005,.84125495,20.904587,7.5167265,3.4908581
Blue Essentials common,2026-05-30,70553,institutional,outpatient,MRI brain w/wo contrast,Imaging,597.595,273.82,420.04,1466.3,2058.23,229.11,4789.45,1010.144853479851,849.7893829712829,546,1005,.84125495,20.904587,7.5167265,3.4908581
Blue Premier,2026-05-30,70553,institutional,outpatient,MRI brain w/wo contrast,Imaging,456.37,229.11,381.85,721.7,1699.23,187.11,3377.81,726.0223193916337,688.7696940044259,263,505,.9486894,18.052536,7.4166555,1.8900092
MyBlue Health HMO,2026-05-30,70553,institutional,outpatient,MRI brain w/wo contrast,Imaging,456.37,236.75,381.85,488.77,870.62,229.11,2489.66,525.3285245901635,324.5746749758433,244,506,.61785084,10.866658,3.6773813,1.2800052
ParPlan,2026-05-30,70553,institutional,outpatient,MRI brain w/wo contrast,Imaging,675.875,267.3,323.22,1733.6,2378.93,138.23,4337.43,1102.224852216748,880.9620221454333,406,696,.79925799,31.378355,8.8998499,5.3635297
Blue Advantage HMO,2026-05-30,70553,professional,outpatient,MRI brain w/wo contrast,Imaging,212.63,76.23,84.37,252.85,290.91,57.75,1890.11,192.3780266497457,136.9172414202681,3152,63553,.71170938,32.729179,3.8162141,2.9969184
Blue Choice PPO,2026-05-30,70553,professional,outpatient,MRI brain w/wo contrast,Imaging,226.31,84.22,91.08,273.53,329.3,69.23999999999999,2042,220.9322723330434,192.1390605805916,3459,84444,.86967403,29.491623,3.9099977,3.0031841
Blue Choice PPO common,2026-05-30,70553,professional,outpatient,MRI brain w/wo contrast,Imaging,226.31,84.22,91.08,273.53,329.3,69.23999999999999,2042,220.9264469499847,192.1232003179578,3459,84122,.86962515,29.491623,3.9099977,3.0031841
Blue Choice PPO group 039993,2026-05-30,70553,professional,outpatient,MRI brain w/wo contrast,Imaging,189.1,80.5,86.605,259.55,289.94,75.51000000000001,380.05,181.3013888888889,95.29580003195397,36,40,.52562088,5.0331082,3.6017392,2.9969401
Blue Essentials,2026-05-30,70553,professional,outpatient,MRI brain w/wo contrast,Imaging,226.31,82.23,90.62,272.75,318.39,47.14,2042,214.8611157270025,186.2024645645575,3370,70332,.8666178,43.317776,3.8719444,3.0098212
Blue Essentials common,2026-05-30,70553,professional,outpatient,MRI brain w/wo contrast,Imaging,226.31,82.23,90.62,272.75,317.91,47.14,2042,214.8831447290049,186.423644436381,3358,70124,.86755824,43.317776,3.8661072,3.0098212
Blue Essentials group 295430,2026-05-30,70553,professional,outpatient,MRI brain w/wo contrast,Imaging,199.66,82.23,92.72999999999999,277.9,294.89,78.68000000000001,380.05,187.161590909091,95.58244556867223,88,214,.51069474,4.8303256,3.5861607,2.9968727
Blue Essentials group 295781,2026-05-30,70553,professional,outpatient,MRI brain w/wo contrast,Imaging,199.66,82.23,92.72999999999999,277.9,294.89,78.68000000000001,380.05,187.161590909091,95.58244556867221,88,214,.51069474,4.8303256,3.5861607,2.9968727
Blue Premier,2026-05-30,70553,professional,outpatient,MRI brain w/wo contrast,Imaging,226.31,82.23,89.97,269.64,317.23,71.3,2042,215.432597605414,199.3503903933165,1921,30646,.92534924,28.639551,3.8578377,2.996999
MyBlue Health HMO,2026-05-30,70553,professional,outpatient,MRI brain w/wo contrast,Imaging,203.62,76.23,84.37,252.85,271.69,57.75,1890.11,191.8882111251573,145.3404709702638,1582,27564,.75742263,32.729179,3.5640824,2.9969184
ParPlan,2026-05-30,70553,professional,outpatient,MRI brain w/wo contrast,Imaging,226.31,84.22,90.83,273.14,319.36,72.18000000000001,2042,213.1881150793643,160.9506781149489,3024,73790,.75497019,28.290384,3.7919734,3.0071561
Blue Advantage HMO,2026-05-30,73721,institutional,outpatient,MRI lower extremity joint wo contrast,Imaging,368.2,232.31,233.04,682.8099999999999,985.76,212.07,2176.59,509.7548866498734,365.5479258983506,397,590,.71710527,10.263545,4.2432957,2.930012
Blue Choice PPO,2026-05-30,73721,institutional,outpatient,MRI lower extremity joint wo contrast,Imaging,752.72,232.31,256.34,1078.98,1478.51,232.31,4006.94,814.3027400468378,660.1098404300724,427,732,.81064427,17.248245,6.3643837,4.2091751
Blue Choice PPO common,2026-05-30,73721,institutional,outpatient,MRI lower extremity joint wo contrast,Imaging,633.87,232.31,233.04,995.08,1202.49,232.31,2686.65,691.5879265091855,461.1602164029266,381,655,.66681355,11.564935,5.17623,4.2699966
Blue Choice PPO group 039993,2026-05-30,73721,institutional,outpatient,MRI lower extremity joint wo contrast,Imaging,1454.17,904.2,1013.72,1766.44,3866.87,487.05,4006.94,1778.297872340425,1091.97894963971,47,73,.61405849,8.2269583,4.2765651,1.7425325
Blue Essentials,2026-05-30,73721,institutional,outpatient,MRI lower extremity joint wo contrast,Imaging,636.2,232.31,250.89,971.78,1343.08,232.31,3806.58,737.7679759036142,609.4038922481524,415,627,.82601023,16.385778,5.7814126,3.8733308
Blue Essentials common,2026-05-30,73721,institutional,outpatient,MRI lower extremity joint wo contrast,Imaging,636.2,232.31,250.89,971.78,1343.08,232.31,3806.58,737.7679759036142,609.4038922481524,415,627,.82601023,16.385778,5.7814126,3.8733308
Blue Premier,2026-05-30,73721,institutional,outpatient,MRI lower extremity joint wo contrast,Imaging,252.845,232.31,232.31,722.42,1081.31,232.31,2684.65,534.0524499999991,546.4252989284462,200,367,1.0231678,11.556326,4.6545997,3.109724
